position,passage,token_id,token_piece,token,context
310,2,40158,Ġgrill, grill," heat, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Co"
311,2,369,Ġfor, for, and simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook b
312,2,11298,Ġmedium, medium, simmer for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurs
313,2,28661,-high,-high, for 15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on 
314,2,8798,Ġheat, heat,15 to 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on prehe
315,2,13,.,., 20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on prehea
316,2,220,Ġ, ,20 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheat
317,2,18,3,3,0 minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheate
318,2,220,Ġ, , minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated
319,2,8828,ĠLight, Light,minutes. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill
320,2,398,ly,ly,s. 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill f
321,2,5707,Ġoil, oil, 2  Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 1
322,2,86454,Ġgrate, grate,Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 1
323,2,13,.,.,t grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14
324,2,220,Ġ, , grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 
325,2,19,4,4,grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 m
326,2,220,Ġ, ,rill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 mi
327,2,12797,ĠCook, Cook,ill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes
328,2,117845,Ġbrat, brat,"or medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, tur"
329,2,86,w,w,"dium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turn"
330,2,33712,urst,urst,"ium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning "
331,2,389,Ġon, on,"high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occ"
332,2,864,Ġpre, pre,"h heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasio"
333,2,383,he,he,"at. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasiona"
334,2,660,ated,ated,". 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally "
335,2,40158,Ġgrill, grill," Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to bro"
336,2,369,Ġfor, for,"ly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown e"
337,2,220,Ġ, ,"il grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown ev"
338,2,605,10,10,"l grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown even"
339,2,311,Ġto, to,"grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
340,2,220,Ġ, ,"te. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
341,2,975,14,14,"e. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
342,2,4520,Ġminutes, minutes," 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
343,2,11,",",","," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
344,2,13353,Ġturning, turning,"bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
345,2,23781,Ġoccasionally, occasionally,"t on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly."
346,2,311,Ġto, to,"d grill for 10 to 14 minutes, turning occasionally to brown evenly."
347,2,14198,Ġbrown, brown,"rill for 10 to 14 minutes, turning occasionally to brown evenly."
348,2,42147,Ġevenly, evenly,"or 10 to 14 minutes, turning occasionally to brown evenly."
349,2,382,.ĊĊ,".

","o 14 minutes, turning occasionally to brown evenly."
354,3,55776,:Add,:Add,Add the onions. Brown the onions in the butter for 1-
355,3,279,Ġthe, the,Add the onions. Brown the onions in the butter for 1-2 mi
356,3,45697,Ġonions, onions,Add the onions. Brown the onions in the butter for 1-2 minutes. 
357,3,13,.,.,Add the onions. Brown the onions in the butter for 1-2 minutes. S
358,3,10690,ĠBrown, Brown,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir th
359,3,279,Ġthe, the,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them f
360,3,45697,Ġonions, onions,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequent
361,3,304,Ġin, in,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently 
362,3,279,Ġthe, the,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to m
363,3,14432,Ġbutter, butter,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sur
364,3,369,Ġfor, for,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure th
365,3,220,Ġ, ,Add the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure the
366,3,16,1,1,dd the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they
367,3,12,-,-,d the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they 
368,3,17,2,2, the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they a
369,3,4520,Ġminutes, minutes,the onions. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they are brown
370,3,13,.,.,ns. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they are browne
371,3,65292,ĠStir, Stir,s. Brown the onions in the butter for 1-2 minutes. Stir them frequently to make sure they are browned on 
372,3,1124,Ġthem, them,own the onions in the butter for 1-2 minutes. Stir them frequently to make sure they are browned on all s
373,3,14134,Ġfrequently, frequently,he onions in the butter for 1-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  So
374,3,311,Ġto, to,n the butter for 1-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  Some 
375,3,1304,Ġmake, make,he butter for 1-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  Some recip
376,3,2771,Ġsure, sure,tter for 1-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  Some recipes su
377,3,814,Ġthey, they,for 1-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  Some recipes suggest
378,3,527,Ġare, are,-2 minutes. Stir them frequently to make sure they are browned on all sides. 1  Some recipes suggest coo
379,3,14198,Ġbrown, brown,inutes. Stir them frequently to make sure they are browned on all sides. 1  Some recipes suggest cooking t
380,3,291,ed,ed,. Stir them frequently to make sure they are browned on all sides. 1  Some recipes suggest cooking the
381,3,389,Ġon, on,Stir them frequently to make sure they are browned on all sides. 1  Some recipes suggest cooking the on
382,3,682,Ġall, all,r them frequently to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions
383,3,11314,Ġsides, sides,em frequently to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after
384,3,13,.,.,quently to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after 
385,3,220,Ġ, ,uently to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after y
386,3,16,1,1,ently to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after yo
387,3,220,Ġ, ,ntly to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you
388,3,4427,ĠSome, Some,tly to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook
389,3,19141,Ġrecipes, recipes,o make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bra
390,3,4284,Ġsuggest, suggest,"ure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, "
391,3,17677,Ġcooking, cooking," are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that "
392,3,279,Ġthe, the,"wned on all sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that you "
393,3,45697,Ġonions, onions," on all sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that you can mon"
394,3,1306,Ġafter, after," sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that you can monitor t"
395,3,499,Ġyou, you,". 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that you can monitor the b"
396,3,4394,Ġcook, cook," Some recipes suggest cooking the onions after you cook the bratwurst, so that you can monitor the bratwu"
397,3,279,Ġthe, the," recipes suggest cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst "
398,3,117845,Ġbrat, brat,"ipes suggest cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more "
399,3,86,w,w,"suggest cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more e"
400,3,33712,urst,urst,"uggest cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effec"
401,3,11,",",",","st cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effect"
402,3,779,Ġso, so,"t cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effective"
403,3,430,Ġthat, that,"ooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effectively an"
404,3,499,Ġyou, you,"g the onions after you cook the bratwurst, so that you can monitor the bratwurst more effectively and so"
405,3,649,Ġcan, can,"e onions after you cook the bratwurst, so that you can monitor the bratwurst more effectively and so tha"
406,3,8891,Ġmonitor, monitor,"ions after you cook the bratwurst, so that you can monitor the bratwurst more effectively and so that you do"
407,3,279,Ġthe, the,"er you cook the bratwurst, so that you can monitor the bratwurst more effectively and so that you don’t "
408,3,117845,Ġbrat, brat,"ou cook the bratwurst, so that you can monitor the bratwurst more effectively and so that you don’t risk "
409,3,86,w,w,"ok the bratwurst, so that you can monitor the bratwurst more effectively and so that you don’t risk o"
410,3,33712,urst,urst,"k the bratwurst, so that you can monitor the bratwurst more effectively and so that you don’t risk overc"
411,3,810,Ġmore, more,"e bratwurst, so that you can monitor the bratwurst more effectively and so that you don’t risk overcookin"
412,3,13750,Ġeffectively, effectively,"twurst, so that you can monitor the bratwurst more effectively and so that you don’t risk overcooking the onions"
413,3,323,Ġand, and,hat you can monitor the bratwurst more effectively and so that you don’t risk overcooking the onions.ook
414,3,779,Ġso, so,you can monitor the bratwurst more effectively and so that you don’t risk overcooking the onions.ooked 
415,3,430,Ġthat, that, can monitor the bratwurst more effectively and so that you don’t risk overcooking the onions.ooked bratw
416,3,499,Ġyou, you,monitor the bratwurst more effectively and so that you don’t risk overcooking the onions.ooked bratwurst
417,3,1541,Ġdon, don,tor the bratwurst more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can
418,3,1431,âĢĻt,’t,the bratwurst more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can l
419,3,5326,Ġrisk, risk,e bratwurst more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can last f
420,3,927,Ġover, over,twurst more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can last for ab
421,3,1030,co,co,t more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can last for abou
422,3,10979,oking,oking,more effectively and so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 d
423,3,279,Ġthe, the,effectively and so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days 
424,3,45697,Ġonions, onions,ctively and so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the 
425,3,13,.,., and so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the f
426,3,1982,ook,ook,and so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the frid
427,3,291,ed,ed, so that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge
428,3,117845,Ġbrat, brat,o that you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You
429,3,86,w,w,t you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You 
430,3,33712,urst,urst, you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can 
431,3,649,Ġcan, can, don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can also
432,3,1566,Ġlast, last,’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can also stor
433,3,369,Ġfor, for,sk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can also store co
434,3,922,Ġabout, about,vercooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked b
435,3,220,Ġ, ,king the onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked br
436,3,20,5,5,ing the onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bra
437,3,2919,Ġdays, days,ng the onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurs
438,3,304,Ġin, in,e onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst i
439,3,279,Ġthe, the,nions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst in th
440,3,38681,Ġfridge, fridge,s.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst in the freez
441,3,13,.,., bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst in the freeze
442,3,1472,ĠYou, You,bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst in the freezer fo
443,3,649,Ġcan, can,wurst can last for about 5 days in the fridge. You can also store cooked bratwurst in the freezer for up
444,3,1101,Ġalso, also,t can last for about 5 days in the fridge. You can also store cooked bratwurst in the freezer for up to 3
445,3,3637,Ġstore, store, last for about 5 days in the fridge. You can also store cooked bratwurst in the freezer for up to 3 month
446,3,30205,Ġcooked, cooked,for about 5 days in the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in th
447,3,117845,Ġbrat, brat,ut 5 days in the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the fre
448,3,86,w,w,days in the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the free
449,3,33712,urst,urst,ays in the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the freezer.
450,3,304,Ġin, in,in the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Wr
451,3,279,Ġthe, the,the fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write 
452,3,50685,Ġfreezer, freezer,fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date
453,3,369,Ġfor, for,You can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date tha
454,3,709,Ġup, up,can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that y
455,3,311,Ġto, to, also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you 
456,3,220,Ġ, ,so store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you s
457,3,18,3,3,o store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you st
458,3,4038,Ġmonths, months, store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you stored it
459,3,304,Ġin, in,cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you stored it on
460,3,279,Ġthe, the,ked bratwurst in the freezer for up to 3 months in the freezer. Write the date that you stored it on the
461,3,50685,Ġfreezer, freezer,bratwurst in the freezer for up to 3 months in the freezer. Write the date that you stored it on the contain
462,3,13,.,.,t in the freezer for up to 3 months in the freezer. Write the date that you stored it on the containe
463,3,9842,ĠWrite, Write, in the freezer for up to 3 months in the freezer. Write the date that you stored it on the container so t
464,3,279,Ġthe, the,e freezer for up to 3 months in the freezer. Write the date that you stored it on the container so that 
465,3,2457,Ġdate, date,eezer for up to 3 months in the freezer. Write the date that you stored it on the container so that you c
466,3,430,Ġthat, that, for up to 3 months in the freezer. Write the date that you stored it on the container so that you can ke
467,3,499,Ġyou, you,up to 3 months in the freezer. Write the date that you stored it on the container so that you can keep t
468,3,9967,Ġstored, stored,o 3 months in the freezer. Write the date that you stored it on the container so that you can keep track of
469,3,433,Ġit, it,ths in the freezer. Write the date that you stored it on the container so that you can keep track of it
470,3,389,Ġon, on, in the freezer. Write the date that you stored it on the container so that you can keep track of its e
471,3,279,Ġthe, the, the freezer. Write the date that you stored it on the container so that you can keep track of its expir
472,3,5593,Ġcontainer, container, freezer. Write the date that you stored it on the container so that you can keep track of its expiration date
473,3,779,Ġso, so,Write the date that you stored it on the container so that you can keep track of its expiration date. 1
474,3,430,Ġthat, that,te the date that you stored it on the container so that you can keep track of its expiration date. 1  Coo
475,3,499,Ġyou, you,e date that you stored it on the container so that you can keep track of its expiration date. 1  Cook up
476,3,649,Ġcan, can,te that you stored it on the container so that you can keep track of its expiration date. 1  Cook up a l
477,3,2567,Ġkeep, keep,hat you stored it on the container so that you can keep track of its expiration date. 1  Cook up a large 
478,3,3839,Ġtrack, track,ou stored it on the container so that you can keep track of its expiration date. 1  Cook up a large batch 
479,3,315,Ġof, of,red it on the container so that you can keep track of its expiration date. 1  Cook up a large batch of 
480,3,1202,Ġits, its, it on the container so that you can keep track of its expiration date. 1  Cook up a large batch of brat
481,3,32792,Ġexpiration, expiration,on the container so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and f
482,3,2457,Ġdate, date,ainer so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze
483,3,13,.,., so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze 
484,3,220,Ġ, ,so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze i
485,3,16,1,1,o that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it
486,3,220,Ġ, , that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
487,3,12797,ĠCook, Cook,that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
488,3,709,Ġup, up,you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
489,3,264,Ġa, a, can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
490,3,3544,Ġlarge, large,an keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
491,3,7309,Ġbatch, batch,p track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
492,3,315,Ġof, of,k of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
493,3,117845,Ġbrat, brat,f its expiration date. 1  Cook up a large batch of bratwurst and freeze it.
494,3,86,w,w, expiration date. 1  Cook up a large batch of bratwurst and freeze it.
495,3,33712,urst,urst,expiration date. 1  Cook up a large batch of bratwurst and freeze it.
496,3,323,Ġand, and,ration date. 1  Cook up a large batch of bratwurst and freeze it.
497,3,31030,Ġfreeze, freeze,on date. 1  Cook up a large batch of bratwurst and freeze it.
498,3,433,Ġit, it,. 1  Cook up a large batch of bratwurst and freeze it.
499,3,382,.ĊĊ,".

",  Cook up a large batch of bratwurst and freeze it.
