position,passage,token_id,token_piece,token,context
348,3,13,.,.,tunic were a bit long. It reached up to their knee. The women wore skirt. Skirts were usually full le
349,3,578,ĠThe, The,unic were a bit long. It reached up to their knee. The women wore skirt. Skirts were usually full length
350,3,3278,Ġwomen, women," were a bit long. It reached up to their knee. The women wore skirt. Skirts were usually full length, whic"
351,3,28670,Ġwore, wore,"a bit long. It reached up to their knee. The women wore skirt. Skirts were usually full length, which cov"
352,3,38380,Ġskirt, skirt," long. It reached up to their knee. The women wore skirt. Skirts were usually full length, which covered u"
353,3,13,.,.," It reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up"
354,3,4923,ĠSk, Sk,"It reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to"
355,3,20242,irts,irts,"reached up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ank"
356,3,1051,Ġwere, were,"hed up to their knee. The women wore skirt. Skirts were usually full length, which covered up to ankle. M"
357,3,6118,Ġusually, usually,"p to their knee. The women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore "
358,3,2539,Ġfull, full,"ir knee. The women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a clo"
359,3,3160,Ġlength, length,"ee. The women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over"
360,3,11,",",","," women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over "
361,3,902,Ġwhich, which,"women wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over the tu"
362,3,9960,Ġcovered, covered,"wore skirt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over the tunic. Bot"
363,3,709,Ġup, up,"rt. Skirts were usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both m"
364,3,311,Ġto, to," Skirts were usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men "
365,3,39448,Ġankle, ankle,"irts were usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and wo"
366,3,13,.,.,"ere usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and wom"
367,3,11258,ĠMen, Men,"re usually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women u"
368,3,28670,Ġwore, wore,"sually full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women used c"
369,3,264,Ġa, a,"y full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap"
370,3,62494,Ġcloak, cloak,"full length, which covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On t"
371,3,927,Ġover, over,"ength, which covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their "
372,3,279,Ġthe, the,", which covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap "
373,3,259,Ġt, t,ich covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap th
374,3,3609,unic,unic,h covered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they t
375,3,13,.,.,vered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they ti
376,3,11995,ĠBoth, Both,ered up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they tied a 
377,3,3026,Ġmen, men,up to ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they tied a fold
378,3,323,Ġand, and,o ankle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they tied a folded p
379,3,3278,Ġwomen, women,kle. Men wore a cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece o
380,3,1511,Ġused, used,en wore a cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of clo
381,3,2107,Ġcap, cap,re a cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. 
382,3,13,.,., cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. I
383,3,1952,ĠOn, On,cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca
384,3,872,Ġtheir, their,ak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
385,3,2107,Ġcap, cap,r the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
386,3,814,Ġthey, they,e tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
387,3,17791,Ġtied, tied,ic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
388,3,264,Ġa, a,oth men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
389,3,48135,Ġfolded, folded,h men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
390,3,6710,Ġpiece, piece,nd women used cap. On their cap they tied a folded piece of cloth. Inca Tunic
391,3,315,Ġof, of,en used cap. On their cap they tied a folded piece of cloth. Inca Tunic
392,3,28392,Ġcloth, cloth,used cap. On their cap they tied a folded piece of cloth. Inca Tunic
393,3,13,.,.,ap. On their cap they tied a folded piece of cloth. Inca Tunic
394,3,763,ĠIn, In,p. On their cap they tied a folded piece of cloth. Inca Tunic
395,3,936,ca,ca,On their cap they tied a folded piece of cloth. Inca Tunic
396,3,350,ĠT, T, their cap they tied a folded piece of cloth. Inca Tunic
397,3,3609,unic,unic,heir cap they tied a folded piece of cloth. Inca Tunic
