case,trace,step,rank,candidate_id,candidate,logit,probability,is_chosen
clothes_lengths,00007.npz,42,1,279, the,32.75,0.9994470477104187,1
clothes_lengths,00007.npz,42,2,39448, ankle,24.75,0.0003352771163918078,0
clothes_lengths,00007.npz,42,3,872, their,24.25,0.00020335584122221917,0
clothes_lengths,00007.npz,42,4,90713, ankles,20.875,6.9584548327839e-06,0
clothes_lengths,00007.npz,42,5,459, an,20.875,6.9584548327839e-06,0
clothes_lengths,00007.npz,43,1,39448, ankle,31.25,0.932403028011322,1
clothes_lengths,00007.npz,43,2,90713, ankles,28.625,0.06754305213689804,0
clothes_lengths,00007.npz,43,3,71572, ank,21.125,3.735700011020526e-05,0
clothes_lengths,00007.npz,43,4,22095, knee,19.125,5.055720976088196e-06,0
clothes_lengths,00007.npz,43,5,1201,ank,18.625,3.066449380639824e-06,0
clothes_lengths,00007.npz,44,1,13,.,26.5,0.9824086427688599,1
clothes_lengths,00007.npz,44,2,369, for,21.75,0.008499500341713428,0
clothes_lengths,00007.npz,44,3,11,",",21.75,0.008499500341713428,0
clothes_lengths,00007.npz,44,4,382,".

",17.75,0.0001556737843202427,0
clothes_lengths,00007.npz,44,5,304, in,17.625,0.0001373816339764744,0
star_transition,00000.npz,69,1,18,3,25.375,0.9993250370025635,1
star_transition,00000.npz,69,2,256,  ,17.625,0.00043045179336331785,0
star_transition,00000.npz,69,3,720," 
",16.125,9.604677325114608e-05,0
star_transition,00000.npz,69,4,5996,"   
",15.625,5.82553147978615e-05,0
star_transition,00000.npz,69,5,17512,Unable,14.25,1.4729250324307941e-05,0
star_transition,00000.npz,70,1,13,.,26.5,0.9998169541358948,1
star_transition,00000.npz,70,2,10840,.Un,17.125,8.480271208100021e-05,0
star_transition,00000.npz,70,3,7914,.St,15.5625,1.7775613741832785e-05,0
star_transition,00000.npz,70,4,497,..,15.1875,1.2216987670399249e-05,0
star_transition,00000.npz,70,5,13127,.(,14.75,7.88788020145148e-06,0
star_transition,00000.npz,71,1,7834, Star,25.125,0.9944403767585754,1
star_transition,00000.npz,71,2,320, (,19.375,0.003165085567161441,0
star_transition,00000.npz,71,3,29363, Linear,17.25,0.000378015567548573,0
star_transition,00000.npz,71,4,26179, Mesh,17.125,0.0003335975343361497,0
star_transition,00000.npz,71,5,19111, Bus,17.0,0.00029439880745485425,0
star_transition,00000.npz,72,1,25,:,28.875,0.9958449006080627,1
star_transition,00000.npz,72,2,7054, Top,23.125,0.003169555915519595,0
star_transition,00000.npz,72,3,320, (,21.5,0.0006241226219572127,0
star_transition,00000.npz,72,4,45982, topology,20.125,0.00015780290414113551,0
star_transition,00000.npz,72,5,8304, Network,20.125,0.00015780290414113551,0
